show_id;type;title;director;cast;date_added;release_year;listed_in;description;rating;duration;country
s1;Movie;Duck the Halls: A Mickey Mouse Christmas Special;Alonso Ramirez Ramos, Dave Wasson;Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton;November 26, 2021;2016;Animation, Family;Join Mickey and the gang as they duck the halls!;TV-G;23 min;
s10;Movie;A Muppets Christmas: Letters To Santa;Kirk R. Thatcher;Steve Whitmire, Dave Goelz, Bill Barretta, Eric Jacobson;November 19, 2021;2008;Comedy, Family, Musical;Celebrate the holiday season with all your favorite Muppets.;G;45 min;United States
s100;Movie;Confessions of a Shopaholic;P.J. Hogan;Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas;September 17, 2021;2009;Comedy, Romance, Romantic Comedy;Becky writes a personal finance column en route to a high-fashion mag job.;PG;106 min;United States
s1000;Movie;Lava;James Murphy;Kuana Kahele, Napua Greig;November 12, 2019;2015;Animation, Family, Musical;A love story that takes place over millions of years.;G;9 min;United States
s1001;TV Show;LEGO Disney Frozen: Northern Lights (Shorts);;;November 12, 2019;2016;Action-Adventure, Animation, Comedy;Anna and Elsa search for the missing Northern Lights.;TV-Y7;1 Season;United States
s1002;TV Show;LEGO Star Wars: All Stars;;Jasmin Brown, Josh Peck, Zeno Robinson, Max Mittelman, Matthew Wood;November 12, 2019;2018;Action-Adventure, Animation, Comedy;Han, Chewie, Leia and more team up for new adventures!;TV-Y7;1 Season;United States
s1003;TV Show;LEGO Star Wars: All Stars (Shorts);;Matthew Wood, Yvette Brown, Nicolas Cantu, Carolyn Hennesy, Montse Hernandez, Vanessa Lengies;November 12, 2019;2018;Action-Adventure, Animation, Comedy;Roger, the lovable battle droid, tells his story.;TV-Y7;1 Season;
s1004;TV Show;LEGO Star Wars: Droid Tales;;Tom Kane, Anthony Daniels, Trevor Devall, Kirby Morrow, Sam Vincent, Michael Donovan;November 12, 2019;2014;Action-Adventure, Animation, Comedy;C-3PO recounts the great adventures of the Rebels.;TV-Y7;1 Season;United States
s1005;TV Show;LEGO Star Wars: Resistance Rises (Shorts);;;November 12, 2019;2015;Action-Adventure, Animation, Comedy;Follow five untold stories before the Force awakened.;TV-Y7-FV;1 Season;United States
s1005;TV Show;LEGO Star Wars: Resistance Rises (Shorts);;;November 12, 2019;2015;Action-Adventure, Animation, Comedy;Follow five untold stories before the Force awakened.;TV-Y7-FV;1 Season; Denmark
s1006;TV Show;LEGO Star Wars: The Freemaker Adventures;;Matt Sloan, Trevor Devall, Greg Baldwin, Michael Daingerfield, Vanessa Lengies, Grey Griffin;November 12, 2019;2015;Action-Adventure, Animation, Comedy;12-year old Rowan Freemaker discovers the Kyber Saber.;TV-Y7;2 Seasons;United States
s1007;TV Show;LEGO Star Wars: The Freemaker Adventures (Shorts);;;November 12, 2019;2016;Action-Adventure, Animation, Comedy;The Freemakers lend a helping hand to the rebel fleet.;TV-Y7;1 Season;
s1008;Movie;LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers;Michael Hegner;Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent;November 12, 2019;2014;Action-Adventure, Animation, Comedy;The enraged Emperor sends Darth Vader to destroy Luke.;TV-Y7;24 min;United States
s1009;Movie;LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant;Michael Hegner;Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent;November 12, 2019;2014;Action-Adventure, Animation, Comedy;Luke Skywalker attempts a daring raid on Coruscant.;TV-Y7;24 min;Denmark
s1009;Movie;LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant;Michael Hegner;Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent;November 12, 2019;2014;Action-Adventure, Animation, Comedy;Luke Skywalker attempts a daring raid on Coruscant.;TV-Y7;24 min;China
s101;Movie;Descendants: Royal Wedding;Salvador Simó;Dove Cameron, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jeffery, Melanie Paxson;September 17, 2021;2021;Animation, Fantasy, Musical;Mal and Ben’s wedding is finally here!;TV-G;22 min;
s1010;Movie;LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers;Michael Hegner;Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent;November 12, 2019;2014;Action-Adventure, Animation, Comedy;Luke Skywalker accidently opens a remaining holocron.;TV-Y7;24 min;United States
s1011;Movie;LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple;Michael Hegner;Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Sam Vincent, Kelly Metzger;November 12, 2019;2014;Action-Adventure, Animation, Comedy;Yoda and Obi-Wan recall freeing the Holocrons from the Temple.;TV-Y7;24 min;United States
s1012;Movie;LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons;Michael Hegner;Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Brian Drummond, Michael Donovan;November 12, 2019;2014;Action-Adventure, Animation, Comedy;Obi-Wan urges Luke to travel to Tatooine.;TV-Y7;24 min;United States
s1013;Movie;Lemonade Mouth;Patricia Riggen;Bridgit Mendler, Adam Hicks, Hayley Kiyoko, Naomi Scott, Blake Michael, Nick Roux;November 12, 2019;2011;Coming of Age, Drama, Music;A ragtag group of freshmen come together in the name of rock 'n' roll.;TV-G;110 min;United States
s1014;Movie;Lend a Paw;Clyde Geronimi;;November 12, 2019;1941;Animation, Family, Kids;Pluto's jealousy of a kitten leaves him conflicted about rescuing it. See details for advisory.;TV-Y7;8 min;United States
s1015;Movie;Leroy & Stitch;Roberts Gannaway, Tony Craig;Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson;November 12, 2019;2006;Action-Adventure, Animation, Comedy;Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch.;G;76 min;United States
s1016;Movie;Let it Shine;Paul Hoen;Tyler Williams, Coco Jones, Trevor Jackson, Brandon Smith, Dawnn Lewis, Alex Désert;November 12, 2019;2012;Coming of Age, Drama, Music;A true poet overcomes self-doubt and shows everyone his artistic genius.;TV-G;103 min;United States
s1017;Movie;Life is Ruff;Charles Haid;Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland;November 12, 2019;2005;Animals & Nature, Comedy, Coming of Age;A teenager enters an adopted mutt into a dog show to try to win $5000.;TV-G;85 min;United States
s1018;Movie;Life With Mikey;James Lapine;Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal;November 12, 2019;1993;Buddy, Comedy, Coming of Age;An ex-child star struggling as an agent discovers a sassy new client.;PG;92 min;United States
s1019;Movie;Life-Size 2;Steven Tsuchida;Tyra Banks, Francia Raisa, Gavin Stenhouse, Hank Chen, Alison Fernandez, Shanica Knowles;November 12, 2019;2018;Comedy, Coming of Age, Fantasy;Eve magically awakes to help get Grace back on track.;TV-14;82 min;United States
s102;Movie;Disney's Broadway Hits at London's Royal Albert Hall;Jay Hatcher;John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White;September 17, 2021;2016;Concert Film, Music;Experience the magic of Disney on Broadway in an unforgettable night of music.;TV-G;116 min;
s1020;Movie;Lifted;Gary Rydstrom;;November 12, 2019;2006;Animation, Comedy, Family;A young alien bungles his first lesson in abduction.;G;5 min;United States
s1021;Movie;Lilo & Stitch;Christopher Sanders, Dean DeBlois;Daveigh Chase, Christopher Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames;November 12, 2019;2002;Action-Adventure, Animation, Family;A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands.;TV-PG;86 min;United States
s1022;Movie;Lilo & Stitch 2: Stitch Has a Glitch;Tony Leondis, Michael LaBash;Christopher Sanders, Dakota Fanning, Tia Carrere, David Stiers, Kevin McDonald, Kunewa Mook;November 12, 2019;2005;Animation, Comedy, Dance;A glitch sends Stich out of control just before Lilo's big hula contest.;PG;70 min;United States
s1023;TV Show;Lizzie McGuire;;Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine;November 12, 2019;2000;Comedy, Coming of Age, Kids;Lizzie McGuire has great friends, a great family and even great foes. Get inside her head.;TV-G;2 Seasons;United States
s1024;Movie;Lonesome Ghosts;Burt Gillett;;November 12, 2019;1937;Animation, Family, Kids;Mickey Mouse, Donald Duck and Goofy run a ghost exterminating agency. See details for advisory.;TV-Y7;9 min;United States
s1025;TV Show;Lost Treasures of the Maya;;Albert Lin;November 12, 2019;2018;Docuseries, Historical;A high-tech treasure map rewrites the history of the ancient Maya in the Guatemalan jungle.;TV-PG;1 Season;United States
s1025;TV Show;Lost Treasures of the Maya;;Albert Lin;November 12, 2019;2018;Docuseries, Historical;A high-tech treasure map rewrites the history of the ancient Maya in the Guatemalan jungle.;TV-PG;1 Season; Guatemala
s1026;Movie;Lou;Dave Mullins;;November 12, 2019;2017;Action-Adventure, Animation, Comedy;A toy-stealing bully meets his match in a Lost & Found box.;G;7 min;United States
s1027;Movie;Luck of the Irish;Paul Hoen;Paul Kiernan, Timothy Omundson, Ryan Merriman, Glenndon Chatman, Henry Gibson, Marita Geraghty;November 12, 2019;2001;Comedy, Coming of Age, Fantasy;When his lucky charm is stolen, Kyle learns that he is part leprechaun.;TV-G;86 min;United States
s1028;Movie;Luxo Jr.;;;November 12, 2019;1986;Animation, Comedy, Family;A baby lamp finds a ball to play with.;G;2 min;United States
s1029;Movie;Magician Mickey;David Hand;Pinto Colvig, Walt Disney, Clarence Nash;November 12, 2019;1937;Animation, Comedy, Family;Donald continually heckles Mickey's magic act. See details for advisory.;TV-PG;8 min;United States
s103;Movie;Flooded Tombs of the Nile;Katie Bauer Murdock;Devin E. Haqq;September 17, 2021;2021;Documentary;Archaeologists dive into a pyramid flooded by the Nile to search for a king’s burial.;TV-PG;44 min;
s1030;Movie;Mail Dog;Charles Nichols;;November 12, 2019;1947;Animation, Comedy, Family;Pluto must deliver mail to a remote outpost. See details for advisory.;TV-G;7 min;United States
s1031;Movie;Man Among Cheetahs;;Bob Poole;November 12, 2019;2017;Animals & Nature, Documentary, Family;A wildlife filmmaker tries to keep up with a cheetah mom determined to keep her cubs alive.;TV-PG;44 min;United States
s1032;Movie;Mars: Inside SpaceX;Julia Reagan;;November 12, 2019;2018;Documentary;Go behind the scenes as Elon Musk and his engineers prepare for the Falcon Heavy rocket launch.;TV-PG;47 min;United States
s1033;TV Show;Marvel Comics X-Men;;Cedric Smith, Catherine Disher, Alyson Court, Chris Potter, George Buza, Iona Morris;November 12, 2019;1992;Action-Adventure, Animation, Fantasy;In the Marvel Comics universe mutants are persecuted by a hateful and fearful populous.;TV-Y7;5 Seasons;United States
s1033;TV Show;Marvel Comics X-Men;;Cedric Smith, Catherine Disher, Alyson Court, Chris Potter, George Buza, Iona Morris;November 12, 2019;1992;Action-Adventure, Animation, Fantasy;In the Marvel Comics universe mutants are persecuted by a hateful and fearful populous.;TV-Y7;5 Seasons; Canada
s1034;TV Show;Marvel Rising: Initiation (Shorts);;;November 12, 2019;2017;Action-Adventure, Animation, Kids;Ghost-Spider is falsely accused of her friend's death.;TV-Y7;1 Season;United States
s1035;Movie;Marvel Rising: Secret Warriors;Alfred Gimeno;Dee Baker, Chloe Bennet, Kathreen Khavari, Andrew Kishino, Meera Kumbhani, Kamil McFadden;November 12, 2019;2018;Action-Adventure, Animation, Coming of Age;Marvel’s young powered heroes join forces to protect the Universe.;TV-Y7-FV;80 min;United States
s1036;Movie;Marvel Studios: Assembling A Universe;;Jeff McNeil, Meghan Leon, Jason Hillhouse, Robert Downey Jr., Clark Gregg, Jon Favreau;November 12, 2019;2014;Action-Adventure, Documentary, Superhero;An exclusive look inside the world of Marvel Studios.;TV-PG;43 min;United States
s1037;Movie;Marvel Studios: Expanding the Universe;;;November 12, 2019;2019;Documentary, Family;An exciting look into the future of Marvel Studios’ films and upcoming Disney+ series.;TV-PG;13 min;
s1038;Movie;Marvel Studios' Ant-Man;Peyton Reed;Paul Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip Harris;November 12, 2019;2015;Action-Adventure, Comedy, Science Fiction;Scott Lang and Dr. Hank Pym plan a heist that could save the world.;PG-13;119 min;United States
s1039;Movie;Marvel Studios' Avengers: Age of Ultron;Joss Whedon;Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner;November 12, 2019;2015;Action-Adventure, Science Fiction, Superhero;Tony Stark unwittingly creates an A.I. monster bent on destroying mankind.;PG-13;143 min;United States
s104;Movie;Jade Eyed Leopard;;Jeremy Irons;September 17, 2021;2020;Animals & Nature, Documentary;Jade Eyed Leopard follows a leopard, Toto, throughout the first three years of her life.;TV-PG;44 min;
s1040;Movie;Marvel Studios' Avengers: Endgame;Anthony Russo, Joe Russo;Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner;November 12, 2019;2019;Action-Adventure, Fantasy, Science Fiction;The epic finale to the Infinity Saga, this dramatic showdown pits the Avengers against Thanos.;PG-13;183 min;United States
s1041;Movie;Marvel Studios' Captain America: Civil War;Anthony Russo, Joe Russo;Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle;November 12, 2019;2016;Action-Adventure, Science Fiction, Superhero;Captain America and Iron Man clash, causing the Avengers to choose sides.;PG-13;150 min;United States
s1042;Movie;Marvel Studios' Captain America: The First Avenger;Joe Johnston;Chris Evans, Tommy Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan, Dominic Cooper;November 12, 2019;2011;Action-Adventure, Science Fiction, Superhero;A top-secret research project turns Steve Rogers into Captain America.;PG-13;126 min;United States
s1043;Movie;Marvel Studios' Captain America: The Winter Soldier;Anthony Russo, Joe Russo;Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo;November 12, 2019;2014;Action-Adventure, Science Fiction, Superhero;Captain America and Black Widow join forces against the Winter Soldier.;PG-13;138 min;United States
s1044;Movie;Marvel Studios' Captain Marvel;Anna Boden, Ryan Fleck;Brie Larson, Samuel Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch;November 12, 2019;2019;Action-Adventure, Science Fiction, Superhero;Marvel Studios’ Captain Marvel launches the MCU’s most powerful hero.;PG-13;126 min;United States
s1044;Movie;Marvel Studios' Captain Marvel;Anna Boden, Ryan Fleck;Brie Larson, Samuel Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch;November 12, 2019;2019;Action-Adventure, Science Fiction, Superhero;Marvel Studios’ Captain Marvel launches the MCU’s most powerful hero.;PG-13;126 min; Australia
s1045;Movie;Marvel Studios' Doctor Strange;Scott Derrickson;Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt;November 12, 2019;2016;Action-Adventure, Fantasy, Superhero;A famous surgeon battles unseen forces bent on destroying our reality.;PG-13;116 min;United States
s1046;Movie;Marvel Studios' Guardians of the Galaxy;James Gunn;Chris Pratt, Zoë Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace;November 12, 2019;2014;Action-Adventure, Comedy, Science Fiction;A group of misfit heroes become the object of an unrelenting bounty hunt.;PG-13;122 min;United States
s1047;Movie;Marvel Studios' Guardians of the Galaxy Vol. 2;James Gunn;Chris Pratt, Bradley Cooper, Vin Diesel, Pom Klementieff, Zoë Saldana, Dave Bautista;November 12, 2019;2017;Action-Adventure, Comedy, Science Fiction;The Guardians fight to keep their newfound family together as they discover Quill's parentage.;PG-13;137 min;United States
s1048;Movie;Marvel Studios' Iron Man;Jon Favreau;Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub;November 12, 2019;2008;Action-Adventure, Science Fiction, Superhero;Jet-setting industrialist Tony Stark vows to protect the world as Iron Man.;PG-13;127 min;United States
s1048;Movie;Marvel Studios' Iron Man;Jon Favreau;Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub;November 12, 2019;2008;Action-Adventure, Science Fiction, Superhero;Jet-setting industrialist Tony Stark vows to protect the world as Iron Man.;PG-13;127 min; Canada
s1049;Movie;Marvel Studios' Iron Man 2;Jon Favreau;Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg;November 12, 2019;2010;Action-Adventure, Science Fiction, Superhero;Inventor Tony Stark forges new alliances to confront powerful enemies.;PG-13;125 min;United States
s105;Movie;Nona;Louis Gonzales;;September 17, 2021;2021;Animation, Comedy, Family;A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.;G;9 min;
s1050;Movie;Marvel Studios' Iron Man 3;Shane Black;Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Stephanie Szostak;November 12, 2019;2013;Action-Adventure, Science Fiction, Superhero;His personal world destroyed, Tony Stark embarks on a harrowing quest to find those responsible.;PG-13;132 min;United States
s1051;Movie;Marvel Studios' The Avengers;Joss Whedon;Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner;November 12, 2019;2012;Action-Adventure, Fantasy, Science Fiction;Nick Fury recruits a team of heroes to battle an unexpected enemy.;PG-13;145 min;United States
s1052;Movie;Marvel Studios' Thor;Kenneth Branagh;Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Kat Dennings;November 12, 2019;2011;Action-Adventure, Fantasy, Superhero;Thor, Asgard's greatest hero, reignites an ancient war that he must take part in from Earth.;PG-13;116 min;United States
s1053;Movie;Marvel Studios' Thor: The Dark World;Alan Taylor;Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Rene Russo, Stellan Skarsgård;November 12, 2019;2013;Action-Adventure, Fantasy, Science Fiction;Thor must set out on his most dangerous and personal journey yet.;PG-13;114 min;United States
s1054;TV Show;Marvel Ultimate Spider-Man;;Drake Bell, Chi McBride, Steven Weber, J.K. Simmons, Tom Kenny, Clark Gregg;November 12, 2019;2011;Action-Adventure, Animation, Fantasy;Spider-Man trains alongside four fellow teenage superheroes.;TV-Y7;4 Seasons;United States
s1055;TV Show;Marvel's Agent Carter;;Hayley Atwell, James D'Arcy, Chad Murray, Enver Gjokaj, Shea Whigham;November 12, 2019;2014;Action-Adventure, Science Fiction, Spy/Espionage;Working for SSR, Peggy would rather be in the field.;TV-14;2 Seasons;United States
s1056;TV Show;Marvel's Ant-Man (Shorts);;;November 12, 2019;2016;Action-Adventure, Animation, Comedy;Ant-Man protects the world one inch at a time!;TV-Y7;1 Season;United States
s1057;TV Show;Marvel's Avengers Assemble;;Adrian Pasdar, Fred Tatasciore, Roger Smith, Travis Willingham, Troy Baker, Bumper Robinson;November 12, 2019;2012;Action-Adventure, Animation, Kids;Marvel’s mightiest heroes combine their power.;TV-Y7;5 Seasons;United States
s1058;TV Show;Marvel's Avengers: Secret Wars (Shorts);;;November 12, 2019;2016;Action-Adventure, Animation, Kids;A new team of heroes joins the Avengers.;TV-Y7;1 Season;
s1059;TV Show;Marvel's Guardians of the Galaxy (Series);;Will Friedle, Trevor Devall, Kevin Richardson, Vanessa Marshall, David Sobolov;November 12, 2019;2015;Action-Adventure, Animation, Kids;The Guardians find a map leading to a powerful weapon.;TV-Y7;3 Seasons;United States
s106;Movie;Smoky Mountain Park Rangers;;Peter Jessop;September 17, 2021;2021;Animals & Nature, Documentary;Park Rangers protect the wildlife in Great Smoky Mountain National Park.;TV-PG;42 min;
s1060;TV Show;Marvel's Guardians of the Galaxy (Shorts);;;November 12, 2019;2014;Action-Adventure, Animation, Kids;The stories of five outlaws who became the Guardians.;TV-Y7;2 Seasons;
s1061;TV Show;Marvel's Hero Project;;;November 12, 2019;2019;Docuseries, Family;Celebrate the inspiring efforts of young, real life heroes as they join Marvel’s Hero Project.;TV-PG;1 Season;United States
s1062;TV Show;Marvel's Inhumans;;Anson Mount, Serinda Swan, Ken Leung, Eme Ikwuakor, Isabelle Cornish, Ellen Woglom;November 12, 2019;2017;Action-Adventure, Science Fiction, Superhero;The never-before-told adventure of the Royal Family.;TV-14;1 Season;United States
s1063;TV Show;Marvel's Rocket & Groot (Shorts);;;November 12, 2019;2016;Action-Adventure, Animation, Buddy;Rocket and Groot shop for a new ship.;TV-Y7;1 Season;
s1064;TV Show;Marvel's Ultimate Comics;;Cole Howard, Brian Drummond;November 12, 2019;2016;Action-Adventure, Animation, Comedy;Spidey and Iron Man team-up. Black Panther vs. Ghost.;TV-Y7;1 Season;
s1065;Movie;Mary Poppins;Robert Stevenson;Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice;November 12, 2019;1964;Family, Fantasy, Musical;A magical nanny reconnects a father and mother with their two children.;G;142 min;United States
s1066;Movie;Mater and the Ghostlight;John Lasseter;Larry the Cable Guy , Owen Wilson, Michael Wallis, Bonnie Hunt, Paul Newman, Cheech Marin;November 12, 2019;2006;Animation, Comedy, Family;Mater ponders if the legend of the Ghostlight is true.;TV-Y7;8 min;United States
s1067;Movie;Meet the Deedles;Steve Boyum;Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh;November 12, 2019;1998;Buddy, Comedy;Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful.;PG;94 min;United States
s1068;Movie;Meet the Robinsons;Stephen Anderson;Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John Ford, Dara McGarry;November 12, 2019;2007;Action-Adventure, Animation, Family;A young inventor uses time travel to find the family he never knew.;G;97 min;United States
s1069;Movie;Melody Time;Clyde Geronimi, Jack Kinney, Hamilton Luske;Roy Rogers, Trigger , Dennis Day, The Andrews Sisters , Fred Waring and His Pennsylvanians , Freddy Martin;November 12, 2019;1948;Animation, Anthology, Family;Classic stories blend high-spirited music and unforgettable characters. See details for advisory.;TV-PG;76 min;United States
s107;TV Show;Life Below Zero;;Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich;September 15, 2021;2012;Action-Adventure, Animals & Nature, Docuseries;Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.;TV-14;16 Seasons;United States
s1070;Movie;Mickey Down Under;Charles Nichols;;November 12, 2019;1948;Animation, Comedy, Family;Mickey and Pluto vacation in Australia. See details for advisory.;TV-G;7 min;United States
s1071;TV Show;Mickey Mouse (Shorts);;;November 12, 2019;2012;Animation, Kids;All-new series of cartoon shorts, Mickey Mouse finds himself in silly situations around the world!;TV-G;5 Seasons;United States
s1072;TV Show;Mickey Mouse Club (1955-59);;;November 12, 2019;1955;Family, Variety;The Mickey Mouse Club is a variety show featuring the Mouseketeers. See details for advisory.;TV-PG;1 Season;United States
s1073;Movie;Mickey, Donald, Goofy: The Three Musketeers;Donovan Cook;Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings;November 12, 2019;2004;Action-Adventure, Animation, Family;An animated version of the classic tale starring three Disney favorites.;G;71 min;United States
s1074;Movie;Mickey's Birthday Party;Riley Thomson;Walt Disney, Thelma Boardman, Pinto Colvig, Clarence Nash, Florence Gill;November 12, 2019;1942;Animation, Comedy, Family;The gang gives Mickey a surprise birthday party. See details for advisory.;TV-G;9 min;United States
s1075;Movie;Mickey's Christmas Carol;Burny Mattinson;Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris;November 12, 2019;1983;Animation, Comedy, Family;All your Disney pals star in this retelling of a Dickens Christmas classic.;G;26 min;United States
s1076;Movie;Mickey's Delayed Date;Charles Nichols;;November 12, 2019;1947;Animation, Comedy, Family;Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.;TV-G;7 min;United States
s1077;Movie;Mickey's Once Upon a Christmas;Bradley Raymond, Jun Falkenstein, Bill Speers;Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille;November 12, 2019;1999;Animation, Anthology, Comedy;Join Mickey and his pals for tales of their most memorable Christmases.;TV-G;67 min;United States
s1078;Movie;Mickey's Rival;Wilfred Jackson, Walt Disney;Walt Disney, Marcelite Garner, Sonny Dawson;November 12, 2019;1936;Animation, Comedy, Family;Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory.;TV-G;9 min;United States
s1079;Movie;Mickey's Trailer;Ben Sharpsteen;Clarence Nash, Pinto Colvig, Walt Disney;November 12, 2019;1938;Animation, Comedy, Family;Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory.;TV-PG;8 min;United States
s108;TV Show;Miraculous: Tales Of Ladybug & Cat Noir;;Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen;September 15, 2021;2015;Action-Adventure, Animation, Fantasy;Superheroes Ladybug and Cat Noir protect the city.;TV-Y7;1 Season;France
s108;TV Show;Miraculous: Tales Of Ladybug & Cat Noir;;Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen;September 15, 2021;2015;Action-Adventure, Animation, Fantasy;Superheroes Ladybug and Cat Noir protect the city.;TV-Y7;1 Season; South Korea
s108;TV Show;Miraculous: Tales Of Ladybug & Cat Noir;;Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen;September 15, 2021;2015;Action-Adventure, Animation, Fantasy;Superheroes Ladybug and Cat Noir protect the city.;TV-Y7;1 Season; Japan
s108;TV Show;Miraculous: Tales Of Ladybug & Cat Noir;;Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen;September 15, 2021;2015;Action-Adventure, Animation, Fantasy;Superheroes Ladybug and Cat Noir protect the city.;TV-Y7;1 Season; United States
s1080;Movie;Mickey's Twice Upon a Christmas;Matthew O'Callaghan;Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille;November 12, 2019;2004;Animation, Anthology, Comedy;Mickey and his pals learn the true meaning of Christmas…with Santa's help.;G;70 min;United States
s1081;Movie;Mighty Joe Young;Ron Underwood;Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews;November 12, 2019;1998;Action-Adventure, Animals & Nature, Family;Taken to Hollywood to hide, a mighty gorilla is chased by a hunter.;PG;116 min;United States
s1082;Movie;Mike's New Car;Pete Docter, Roger Gould;Billy Crystal, John Goodman;November 12, 2019;2002;Animation, Buddy, Comedy;Mike and Sulley try to take Mike's new car for a ride.;TV-G;5 min;United States
s1083;Movie;Minutemen;Lev Spiro;Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane;November 12, 2019;2008;Action-Adventure, Comedy, Science Fiction;Three teen outcasts invent a time machine to save their social lives.;TV-G;91 min;United States
s1084;Movie;Miracle;Gavin O'Connor;Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill;November 12, 2019;2004;Drama, Historical, Sports;The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.;PG;137 min;Canada
